,,Unpolarized Performance of 735 nm Longpass Dichroic Mirror,,
,,Wavelength (nm),% Transmission ,% Reflectance 
,,250,0.058651034,59.26822722
,,251,0.312127315,59.48467095
,,252,0.338376924,60.11263421
,,253,0.428755999,60.29121618
Product Raw Data,,254,0.09169155,60.40461674
"Longpass Dichroic Mirror, 735 nm Cut-On",,255,0.132025186,60.60338863
,,256,0.081425831,60.81704258
Item #,DMLP735B,257,0.161231689,61.39983474
"DISCLAIMER: The data presented here are typical. Slight variations in performance data will occur from lot to lot. Please contact Technical Support with any questions regarding the use or reliability of this data. This data may be used in publications. However, please cite Thorlabs as the source.",,258,0.11135399,60.89372795
,,259,0.350453481,60.98689774
,,260,0.230465926,61.06160318
,,261,0.031803026,61.01654287
,,262,0.025822406,60.70030943
,,263,0.057179702,60.26034336
,,264,0.175734125,60.20243124
,,265,0.346167518,59.32113232
,,266,0.103087776,58.76057136
Additional Information:,,267,0.203888185,57.55454684
Measurements were made at a 45° incident angle on the DMLP735B.,,268,0.381116567,56.12562517
,,269,0.446908191,53.63490488
,,270,0.264338713,51.03001486
,,271,0.264999229,48.36968505
,,272,0.245025523,44.6256606
,,273,0.709011823,40.4207591
,,274,0.230884843,37.09164399
,,275,0.040666453,34.34887548
,,276,0.350323238,33.20304958
,,277,0.128359214,34.41916459
,,278,0.152180947,36.65163846
,,279,0.048703992,40.9695394
,,280,0.300811604,46.85343457
,,281,0.103048209,52.37480602
,,282,0.475628205,57.44378733
,,283,0.63205117,60.43330239
,,284,0.268055722,62.57796446
,,285,0.581025034,63.37921028
,,286,0.256034471,62.84741889
,,287,0.169351462,61.25015638
,,288,0.070108715,57.88238746
,,289,0.289624259,53.26308384
,,290,0.171496049,47.63663666
,,291,0.199806429,40.84763369
,,292,0.150764978,35.60548107
,,293,0.316688526,33.46456957
,,294,0.238203373,34.43344689
,,295,0.173180409,39.39368892
,,296,0.247288503,45.88058061
,,297,0.256951369,51.99354268
,,298,0.216023013,57.73895548
,,299,0.119376425,63.66906653
,,300,0.239539281,69.82752886
,,301,0.084483407,77.2256731
,,302,0.149037873,83.99376022
,,303,0.067184648,88.67148755
,,304,0.269505925,92.65882684
,,305,0.42602253,94.56923517
,,306,0.374801859,95.98280627
,,307,0.482812718,96.31472009
,,308,0.415862285,96.35303814
,,309,0.572396427,95.73218679
,,310,1.001751453,95.36246936
,,311,0.595551923,94.16601829
,,312,0.402854443,93.98366121
,,313,0.071611151,93.88469744
,,314,0.267991513,93.61028237
,,315,0.376103438,93.73058048
,,316,0.145444229,92.24005264
,,317,0.298364952,90.33702723
,,318,0.161684997,87.68476757
,,319,0.563978866,84.53470369
,,320,0.140401878,83.29974817
,,321,0.2852799,83.63079394
,,322,0.471915431,85.27319161
,,323,0.190226812,87.45270296
,,324,0.752263099,90.00508438
,,325,0.864851907,92.03208622
,,326,0.317636039,92.85701169
,,327,0.384752244,93.09547938
,,328,0.309539914,92.30320345
,,329,0.462773457,91.90824651
,,330,0.198681697,91.49372047
,,331,0.324295953,91.52359237
,,332,0.095007546,91.63256312
,,333,0.136112489,92.1274674
,,334,0.221525609,93.16803568
,,335,0.21094374,93.49274313
,,336,0.197514474,94.85638577
,,337,0.023209022,95.4870328
,,338,0.192770589,96.2128787
,,339,0.456055209,96.51906989
,,340,0.051827963,96.92747125
,,341,0.353098437,97.43014602
,,342,0.170335956,97.57533177
,,343,0.141146461,98.05411289
,,344,0.30311273,98.44031045
,,345,0.136883575,98.56318068
,,346,0.102754612,98.83822153
,,347,0.120077219,99.30589863
,,348,0.299292989,99.46855956
,,349,0.187248405,99.64039007
,,350,0.119053585,99.5372872
,,351,0.066555858,99.54451893
,,352,0.138848586,99.4419979
,,353,0.103489414,99.70404608
,,354,0.1370547,99.79061357
,,355,0.043985164,99.61420859
,,356,0.217303578,99.63115005
,,357,0.117858328,99.61193103
,,358,0.103366888,99.71081133
,,359,0.082950398,99.71312445
,,360,0.153458061,99.73089611
,,361,0.140069807,99.58698484
,,362,0.163702372,99.47012175
,,363,0.081019338,99.53015932
,,364,0.043265735,99.517786
,,365,0.261975639,99.5874853
,,366,0.194921955,99.4962822
,,367,0.110619966,99.39002326
,,368,0.192151338,99.67372983
,,369,0.090061191,99.45464293
,,370,0.06390593,99.5227211
,,371,0.038466933,99.58420675
,,372,0.061177575,99.47149315
,,373,0.005515526,99.4549683
,,374,0.132327834,99.411815
,,375,0.158274159,99.33361145
,,376,0.250161506,99.19378887
,,377,0.228008166,99.05384228
,,378,0.270448027,99.12397675
,,379,0.205080232,99.21883471
,,380,0.214732055,99.09473388
,,381,0.176967163,99.26346425
,,382,0.105753984,99.27590936
,,383,0.113283291,99.37279965
,,384,0.054848844,99.47670904
,,385,0.03119697,99.5074926
,,386,0.006334722,99.53518731
,,387,0.04497057,99.5640862
,,388,0.064111353,99.529125
,,389,0.045198343,99.53715232
,,390,0.041933591,99.49376907
,,391,0.079077195,99.43458262
,,392,0.10419787,99.4445119
,,393,0.167130495,99.38263967
,,394,0.224160813,99.35572255
,,395,0.202997394,99.3375909
,,396,0.172858035,99.35057954
,,397,0.134907181,99.31064205
,,398,0.148230076,99.27845368
,,399,0.145032528,99.35715734
,,400,0.149495106,99.41128086
,,401,0.143543892,99.39948218
,,402,0.155657683,99.47290903
,,403,0.135000121,99.44845759
,,404,0.13393502,99.49573724
,,405,0.144570563,99.49643525
,,406,0.146575015,99.51923711
,,407,0.178656753,99.43909139
,,408,0.225246396,99.4118523
,,409,0.205010176,99.36451454
,,410,0.221349002,99.25168979
,,411,0.23533917,99.24998136
,,412,0.253271475,99.2753526
,,413,0.236592804,99.29539585
,,414,0.267436035,99.33650065
,,415,0.265278574,99.39393674
,,416,0.303187404,99.40165569
,,417,0.335559532,99.3849084
,,418,0.390595775,99.33841845
,,419,0.392514887,99.25290409
,,420,0.420129191,99.16617151
,,421,0.395368692,99.02992198
,,422,0.373384547,99.05337033
,,423,0.333788888,99.05888815
,,424,0.332106752,99.14766888
,,425,0.275206123,99.23445817
,,426,0.286517583,99.30429225
,,427,0.329564143,99.29079315
,,428,0.34264018,99.29230053
,,429,0.399979766,99.2475529
,,430,0.398534252,99.22258826
,,431,0.4128044,99.18996256
,,432,0.387082063,99.2316121
,,433,0.360234421,99.28002338
,,434,0.310390051,99.33037988
,,435,0.272157487,99.40272438
,,436,0.201636072,99.45018293
,,437,0.145131207,99.46591695
,,438,0.139099658,99.44155132
,,439,0.131597199,99.40589697
,,440,0.143863224,99.37667221
,,441,0.191646749,99.35634667
,,442,0.21880002,99.33915022
,,443,0.256140945,99.34917255
,,444,0.26276636,99.37682826
,,445,0.262799265,99.41616009
,,446,0.228254128,99.48996325
,,447,0.175077387,99.53680855
,,448,0.115227558,99.59636616
,,449,0.083304558,99.62118213
,,450,0.055213992,99.64711165
,,451,0.031098678,99.6720944
,,452,0.029835769,99.64840696
,,453,0.020029943,99.62558947
,,454,0.026206448,99.61655998
,,455,0.03402524,99.62888115
,,456,0.045798829,99.60236839
,,457,0.02841745,99.6052645
,,458,0.054489151,99.56686951
,,459,0.087622567,99.51372848
,,460,0.132097865,99.46623407
,,461,0.208773589,99.41244598
,,462,0.277471509,99.33059432
,,463,0.326161751,99.28121928
,,464,0.372336241,99.25094731
,,465,0.417564741,99.21429161
,,466,0.449334763,99.17833082
,,467,0.476099435,99.20299504
,,468,0.487620958,99.20330559
,,469,0.477286807,99.22976143
,,470,0.478262875,99.22595906
,,471,0.469135312,99.229857
,,472,0.465871183,99.19477556
,,473,0.450317871,99.15547118
,,474,0.439473522,99.15307297
,,475,0.409673857,99.16642744
,,476,0.398509579,99.14656054
,,477,0.373034732,99.19883925
,,478,0.356594894,99.24189082
,,479,0.325639213,99.30335425
,,480,0.305775248,99.3568788
,,481,0.263726711,99.41178004
,,482,0.233394933,99.44037307
,,483,0.196293797,99.48535953
,,484,0.158269464,99.52297345
,,485,0.15035127,99.54249183
,,486,0.124753794,99.54402866
,,487,0.10944556,99.55245596
,,488,0.115890557,99.53534065
,,489,0.121110519,99.51567922
,,490,0.137546853,99.51125179
,,491,0.155923328,99.50926168
,,492,0.151496779,99.49468586
,,493,0.149782401,99.51002879
,,494,0.156557864,99.50632137
,,495,0.162177673,99.5172011
,,496,0.19115394,99.50137607
,,497,0.210935783,99.4701439
,,498,0.260927383,99.42572056
,,499,0.296944304,99.37476438
,,500,0.333765917,99.31363792
,,501,0.345540528,99.28017079
,,502,0.339827688,99.26781096
,,503,0.33682191,99.28243846
,,504,0.286554335,99.32879316
,,505,0.229414608,99.41188373
,,506,0.17604733,99.4772954
,,507,0.129783805,99.55716197
,,508,0.093493892,99.59627518
,,509,0.071862324,99.65022616
,,510,0.053702852,99.67040217
,,511,0.040344709,99.68854087
,,512,0.039633062,99.69253962
,,513,0.037704047,99.68713969
,,514,0.054213384,99.67851058
,,515,0.071967164,99.6523151
,,516,0.105383476,99.60284967
,,517,0.118484856,99.59022761
,,518,0.136459749,99.54862509
,,519,0.147512983,99.53597341
,,520,0.148238123,99.48802499
,,521,0.152537372,99.46609951
,,522,0.155512722,99.46335099
,,523,0.149829301,99.43734454
,,524,0.145776853,99.43442657
,,525,0.16124436,99.42174588
,,526,0.181559261,99.40314236
,,527,0.22625463,99.36617562
,,528,0.299809869,99.30935352
,,529,0.365117226,99.2576074
,,530,0.433462461,99.22591519
,,531,0.487256217,99.20481501
,,532,0.492669705,99.20161472
,,533,0.492248461,99.22378865
,,534,0.477861192,99.26310437
,,535,0.428342228,99.31276709
,,536,0.365821957,99.38748262
,,537,0.299565583,99.41975799
,,538,0.245269672,99.44829725
,,539,0.195984161,99.44952104
,,540,0.153840007,99.45254505
,,541,0.130973815,99.4657214
,,542,0.100353099,99.49258657
,,543,0.071457763,99.50435822
,,544,0.053101859,99.54659265
,,545,0.040994571,99.58293576
,,546,0.031840445,99.61111916
,,547,0.026671692,99.64886685
,,548,0.045518425,99.63447068
,,549,0.037716921,99.64801423
,,550,0.047670966,99.62913001
,,551,0.056069159,99.579497
,,552,0.085507467,99.53308699
,,553,0.123451049,99.46058747
,,554,0.161303856,99.39066171
,,555,0.186828617,99.3115601
,,556,0.207303666,99.25257989
,,557,0.210342956,99.20270898
,,558,0.20325989,99.17999335
,,559,0.1903308,99.20101851
,,560,0.157844712,99.21206457
,,561,0.132509016,99.23551917
,,562,0.103421948,99.27965297
,,563,0.078505629,99.3219396
,,564,0.052052371,99.35945994
,,565,0.035311809,99.37056649
,,566,0.017831012,99.37062758
,,567,0.013250276,99.35915313
,,568,0.005312905,99.34219145
,,569,0.00938594,99.32937076
,,570,0.009906858,99.31952387
,,571,0.007385109,99.33596533
,,572,0.003274122,99.3476218
,,573,0.006912787,99.39024841
,,574,0.003908884,99.44696936
,,575,0.008139706,99.49139378
,,576,0.003982584,99.54079931
,,577,0.001572878,99.58962749
,,578,0.004476863,99.6123205
,,579,0.002336059,99.65836186
,,580,0.005516994,99.66374142
,,581,0.00250653,99.67305408
,,582,0.006162905,99.68888285
,,583,0.004087622,99.66942348
,,584,0.002450402,99.67282615
,,585,0.000673218,99.66010454
,,586,0.003833263,99.65260721
,,587,0.001490867,99.6350729
,,588,0.001742851,99.62011057
,,589,0.003980535,99.60834851
,,590,0.011444108,99.59284119
,,591,0.003989371,99.59479795
,,592,0.00561377,99.58470151
,,593,0.006343561,99.57153868
,,594,0.002552169,99.56327887
,,595,0.003706017,99.55540539
,,596,0.004928964,99.55348226
,,597,0.010109697,99.5605804
,,598,0.007436742,99.5528058
,,599,0.004277313,99.55834917
,,600,0.009734469,99.54427652
,,601,0.002105568,99.54956758
,,602,0.001547315,99.5362029
,,603,0.002612402,99.52633298
,,604,0.005617327,99.53728952
,,605,0.001867028,99.52006772
,,606,0.000283229,99.52104008
,,607,0.00116183,99.53165427
,,608,0.009573232,99.55147832
,,609,0.00236419,99.56623619
,,610,0.005376751,99.5647192
,,611,0.001750023,99.55753988
,,612,0.008031939,99.54361264
,,613,0.006046555,99.50741262
,,614,0.003756369,99.51045581
,,615,0.001461725,99.48518893
,,616,0.004401236,99.47012165
,,617,0.002231221,99.47767388
,,618,0.012721263,99.49297709
,,619,0.012044724,99.5058256
,,620,0.004778477,99.54488053
,,621,0.004065157,99.54749991
,,622,0.00539118,99.56204092
,,623,0.003915584,99.55682492
,,624,0.005334969,99.53811833
,,625,0.004737253,99.52226119
,,626,0.012374813,99.50628225
,,627,0.001145776,99.50899443
,,628,0.000714996,99.51727853
,,629,0.002199909,99.51751287
,,630,0.001933276,99.54842352
,,631,0.005789328,99.55861047
,,632,0.004933098,99.57336266
,,633,0.006207019,99.60025669
,,634,0.000512373,99.59754857
,,635,0.006184517,99.59017898
,,636,0.002857396,99.56399489
,,637,0.007599382,99.56405101
,,638,0.003310633,99.53034065
,,639,0.00620846,99.52575996
,,640,0.004249776,99.52495353
,,641,0.004133879,99.52227018
,,642,0.000841108,99.52559431
,,643,0.012867202,99.56777944
,,644,0.002437075,99.58549344
,,645,0.006916108,99.59163355
,,646,0.00182318,99.58617993
,,647,0.000771381,99.56809842
,,648,0.003531771,99.53461918
,,649,0.000347688,99.50964746
,,650,0.001240033,99.5016629
,,651,0.00131722,99.4828888
,,652,0.006248916,99.49371805
,,653,0.00246501,99.50916195
,,654,0.001103453,99.50316587
,,655,0.006168827,99.49125062
,,656,0.00346635,99.50890378
,,657,0.004270898,99.51777295
,,658,0.005312863,99.52308787
,,659,0.00508779,99.54019234
,,660,0.008824424,99.54458862
,,661,0.017327332,99.54565562
,,662,0.018159532,99.54610856
,,663,0.021101763,99.5581273
,,664,0.021550234,99.56579392
,,665,0.025806005,99.59650545
,,666,0.015901607,99.62370571
,,667,0.018584481,99.62951233
,,668,0.018685717,99.6221848
,,669,0.019423703,99.63857711
,,670,0.031516177,99.62158041
,,671,0.026695861,99.61161452
,,672,0.028068437,99.62990042
,,673,0.035135305,99.62521071
,,674,0.061617238,99.60706354
,,675,0.110447811,99.55651288
,,676,0.180561362,99.48568688
,,677,0.282143277,99.39076196
,,678,0.38317667,99.29197869
,,679,0.474552815,99.22024752
,,680,0.541295198,99.17488386
,,681,0.591579148,99.13963554
,,682,0.642069501,99.09310316
,,683,0.690172706,99.03670283
,,684,0.773438055,98.96341118
,,685,0.845808574,98.82994515
,,686,0.927281405,98.74310652
,,687,0.984635676,98.66388102
,,688,0.995928132,98.65536442
,,689,0.975983773,98.68987217
,,690,0.928475532,98.73413771
,,691,0.880283362,98.81886865
,,692,0.831310569,98.86980298
,,693,0.786926778,98.92856838
,,694,0.774606423,98.98912972
,,695,0.719301687,99.03172095
,,696,0.683536117,99.10853581
,,697,0.638407903,99.16593349
,,698,0.575462521,99.25422186
,,699,0.512143004,99.33555251
,,700,0.429886538,99.42994714
,,701,0.352448348,99.50273581
,,702,0.293827426,99.56092287
,,703,0.251877434,99.622035
,,704,0.22406026,99.62496122
,,705,0.221839835,99.64403801
,,706,0.22870868,99.62449527
,,707,0.253340895,99.60348
,,708,0.278774869,99.58784367
,,709,0.324704746,99.53623965
,,710,0.385780855,99.45568761
,,711,0.495834157,99.38504953
,,712,0.629898601,99.23045081
,,713,0.856717217,99.00190464
,,714,1.218163306,98.62799986
,,715,1.780966569,98.0688007
,,716,2.623683792,97.20624536
,,717,3.830966966,95.97623317
,,718,5.47544098,94.34218341
,,719,7.510330407,92.28420993
,,720,10.90579415,88.90574109
,,721,13.56444633,86.22777711
,,722,16.20829113,83.57837739
,,723,19.03155011,80.76145727
,,724,21.93240101,77.84548916
,,725,24.71966124,75.04471234
,,726,27.6626423,72.08141392
,,727,30.65199175,69.06278333
,,728,33.38333498,66.33416469
,,729,36.01840166,63.667373
,,730,38.52372844,61.21488662
,,731,40.62156396,59.12367153
,,732,42.45210089,57.2904134
,,733,43.99743517,55.74117493
,,734,45.27666599,54.47018353
,,735,46.45728213,53.28263069
,,736,47.83764589,51.92025678
,,737,49.58193397,50.19125423
,,738,51.83437061,47.94964869
,,739,54.98277331,44.8481448
,,740,58.72752476,41.13399067
,,741,62.69385147,37.14644846
,,742,67.12987709,32.73567618
,,743,71.61497116,28.23451255
,,744,75.85629654,24.00371451
,,745,80.20433807,19.66371723
,,746,84.32421112,15.51290121
,,747,87.70923996,12.07433357
,,748,90.64529801,9.128505585
,,749,92.88235856,6.885014979
,,750,94.31610108,5.42553848
,,751,95.26267243,4.493040429
,,752,95.83407975,3.930577218
,,753,96.16203308,3.586622961
,,754,96.44438553,3.345339299
,,755,96.62908554,3.121951937
,,756,96.78698349,2.977507197
,,757,96.88382721,2.887782635
,,758,96.95479584,2.824367641
,,759,96.99903107,2.783706026
,,760,97.02223587,2.759699661
,,761,97.04890824,2.724436515
,,762,97.05687332,2.716086076
,,763,97.0430603,2.728313668
,,764,97.00510407,2.762753948
,,765,96.94221115,2.834328276
,,766,96.88145829,2.894519046
,,767,96.81330109,2.976573408
,,768,96.72769165,3.044964841
,,769,96.66718293,3.09864779
,,770,96.62537766,3.149123213
,,771,96.59949875,3.167916479
,,772,96.58597947,3.184476015
,,773,96.59981918,3.178084527
,,774,96.62227249,3.166225321
,,775,96.68140412,3.134740203
,,776,96.72415924,3.069454561
,,777,96.78922653,3.013929962
,,778,96.83020783,2.953828775
,,779,96.88056183,2.916955324
,,780,96.90364838,2.903203735
,,781,96.91013718,2.878085181
,,782,96.89439011,2.879283167
,,783,96.87738419,2.905256659
,,784,96.83672715,2.946069713
,,785,96.80414963,2.978296594
,,786,96.78508377,3.006765272
,,787,96.76249695,3.049137936
,,788,96.74105454,3.051874604
,,789,96.75110245,3.042130325
,,790,96.78578568,3.023181431
,,791,96.78644181,2.997546856
,,792,96.82072068,2.986442155
,,793,96.82750702,2.966488048
,,794,96.82441712,2.972190369
,,795,96.80559158,2.977150996
,,796,96.79861069,3.004953485
,,797,96.76413346,3.019569815
,,798,96.75482559,3.041504001
,,799,96.74756241,3.063806866
,,800,96.73097992,3.036458633
,,801,96.77011872,3.039955407
,,802,96.79578782,3.003994574
,,803,96.83570862,2.966757816
,,804,96.88093567,2.935874139
,,805,96.91107941,2.886477092
,,806,96.91871262,2.853352307
,,807,96.93841934,2.853033261
,,808,96.91637039,2.868548826
,,809,96.90957642,2.886917167
,,810,96.88433075,2.89869051
,,811,96.85894013,2.918286355
,,812,96.86209488,2.943297189
,,813,96.85294724,2.951839874
,,814,96.8719101,2.92127236
,,815,96.92162705,2.899261399
,,816,96.96601105,2.82603848
,,817,97.03300476,2.763728857
,,818,97.09671021,2.713388327
,,819,97.16756821,2.644418598
,,820,97.20015335,2.606537675
,,821,97.22324371,2.578805324
,,822,97.22351075,2.556739029
,,823,97.22072602,2.578005526
,,824,97.18382263,2.606088026
,,825,97.14794159,2.643919763
,,826,97.11169815,2.689274423
,,827,97.05979538,2.735131137
,,828,97.04415512,2.747869974
,,829,97.04020691,2.767082265
,,830,97.04912186,2.760338278
,,831,97.06078339,2.743945627
,,832,97.09387589,2.719590994
,,833,97.11878586,2.685952172
,,834,97.1424675,2.659726245
,,835,97.16508866,2.6543967
,,836,97.15646363,2.650021202
,,837,97.13852692,2.6729042
,,838,97.09469986,2.711820656
,,839,97.03332901,2.777552436
,,840,96.94545365,2.85348758
,,841,96.86976242,2.932653337
,,842,96.78373718,3.031673593
,,843,96.68279267,3.126132454
,,844,96.60372162,3.201027169
,,845,96.54299927,3.266021265
,,846,96.48526001,3.311843134
,,847,96.460495,3.344057551
,,848,96.46144104,3.355357587
,,849,96.45920182,3.342847725
,,850,96.48943711,3.32442754
,,851,96.53839493,3.281848406
,,852,96.58802795,3.227506011
,,853,96.64820099,3.164010707
,,854,96.71599961,3.100004946
,,855,96.78868866,3.029332808
,,856,96.86334992,2.955604346
,,857,96.93929291,2.880048501
,,858,97.01076508,2.810718912
,,859,97.07519532,2.747324909
,,860,97.12417603,2.690070759
,,861,97.18151474,2.651770339
,,862,97.20656586,2.617847526
,,863,97.21602631,2.600822929
,,864,97.21918869,2.607760015
,,865,97.19610978,2.6218109
,,866,97.15343857,2.653617252
,,867,97.10379028,2.70293605
,,868,97.04399109,2.764708996
,,869,96.96553803,2.831183353
,,870,96.88061905,2.906512709
,,871,96.82120896,2.982740757
,,872,96.75439835,3.050588435
,,873,96.69124222,3.115568971
,,874,96.64143372,3.166720291
,,875,96.60214233,3.209831765
,,876,96.5742302,3.233788353
,,877,96.55609512,3.256405528
,,878,96.5511322,3.267331243
,,879,96.55255127,3.271389944
,,880,96.54626465,3.273143262
,,881,96.54837037,3.270707577
,,882,96.54006958,3.270401277
,,883,96.53820801,3.273781007
,,884,96.53549195,3.282911594
,,885,96.52649689,3.295293433
,,886,96.50902939,3.312046043
,,887,96.48991013,3.330380844
,,888,96.46595383,3.344913601
,,889,96.45514298,3.361156882
,,890,96.4478798,3.372842099
,,891,96.44296646,3.378267529
,,892,96.4538269,3.37675981
,,893,96.45305634,3.366923428
,,894,96.46853256,3.354804932
,,895,96.48788071,3.340784104
,,896,96.50427246,3.321924726
,,897,96.52297211,3.304520577
,,898,96.54013062,3.290863301
,,899,96.54593277,3.279624308
,,900,96.55125046,3.274694938
,,901,96.54689026,3.277793739
,,902,96.53551102,3.287370178
,,903,96.52596283,3.301928205
,,904,96.49353409,3.317148857
,,905,96.48648834,3.33404248
,,906,96.46424485,3.350837094
,,907,96.45750809,3.363002188
,,908,96.45063782,3.36794266
,,909,96.45108414,3.364287842
,,910,96.46628952,3.354169686
,,911,96.48876191,3.333875292
,,912,96.52090836,3.304786338
,,913,96.5562973,3.270054265
,,914,96.597229,3.228797754
,,915,96.6416626,3.181031647
,,916,96.68857193,3.136591297
,,917,96.73226547,3.09306306
,,918,96.77235794,3.052272154
,,919,96.80899811,3.015366162
,,920,96.83728409,2.987254574
,,921,96.86112976,2.961227573
,,922,96.8826561,2.940698079
,,923,96.89863205,2.926116322
,,924,96.90344238,2.914885797
,,925,96.91098786,2.905741471
,,926,96.91556168,2.900206998
,,927,96.91910935,2.894709961
,,928,96.92630005,2.890177222
,,929,96.93593979,2.888115811
,,930,96.93266678,2.887638346
,,931,96.92552567,2.889992982
,,932,96.91585922,2.896330839
,,933,96.89972687,2.908899501
,,934,96.87501526,2.930482244
,,935,96.83815766,2.95986697
,,936,96.79254532,2.997219434
,,937,96.72499085,3.044854476
,,938,96.65444565,3.099349253
,,939,96.58851242,3.158310691
,,940,96.51618195,3.223555974
,,941,96.44388199,3.288141217
,,942,96.3799057,3.346079223
,,943,96.3240738,3.398646912
,,944,96.27945328,3.441494427
,,945,96.25360871,3.4663308
,,946,96.25194168,3.475008077
,,947,96.2758255,3.462143972
,,948,96.30914688,3.430481411
,,949,96.36911392,3.378998135
,,950,96.45181275,3.307451055
,,951,96.54171753,3.224586169
,,952,96.64935685,3.128109747
,,953,96.75798416,3.02385198
,,954,96.86411286,2.923036734
,,955,96.96137619,2.828515357
,,956,97.05389405,2.740812368
,,957,97.12878037,2.670081855
,,958,97.18281555,2.616862149
,,959,97.21516037,2.583303018
,,960,97.22397232,2.572727783
,,961,97.21212006,2.582429155
,,962,97.18143845,2.613531342
,,963,97.13731385,2.662899076
,,964,97.07640839,2.723121981
,,965,97.00276566,2.797317722
,,966,96.92550278,2.875940458
,,967,96.84603119,2.949525221
,,968,96.7852211,3.020674753
,,969,96.72343827,3.085005207
,,970,96.67980957,3.133122736
,,971,96.64268876,3.170006132
,,972,96.62937165,3.190851581
,,973,96.62992859,3.195634724
,,974,96.64345551,3.187315893
,,975,96.6714592,3.167845864
,,976,96.69253922,3.141181385
,,977,96.72956849,3.110160147
,,978,96.76621628,3.077044026
,,979,96.79672623,3.049017069
,,980,96.81187058,3.028073671
,,981,96.82349015,3.015679659
,,982,96.82606888,3.015503655
,,983,96.80933762,3.027231977
,,984,96.78506851,3.053523974
,,985,96.7453537,3.0922281
,,986,96.70137406,3.138244086
,,987,96.63788986,3.194916656
,,988,96.57378388,3.257806303
,,989,96.50950241,3.319845767
,,990,96.44467926,3.384923146
,,991,96.39019776,3.446035416
,,992,96.33753205,3.494988742
,,993,96.29364777,3.537933323
,,994,96.26890564,3.569191148
,,995,96.25473022,3.587421424
,,996,96.25138474,3.594109018
,,997,96.25281143,3.58868016
,,998,96.27218628,3.573618675
,,999,96.29297638,3.55017121
,,1000,96.3248024,3.519868614
,,1001,96.36112213,3.487269319
,,1002,96.39604568,3.453569563
